,AS,# of source IP,# of Traceroutes,Type,Feature
516,9121,38.0,2286479,Squatted ASCone,ASCone
517,10481,6.0,448523,Squatted ASCone,ASCone
518,55410,19.0,406999,Squatted ASCone,ASCone
519,8447,3.0,1702919,Squatted ASCone,ASCone
520,5400,5.0,527399,Squatted ASCone,ASCone
521,29049,1.0,170415,Squatted ASCone,ASCone
522,6327,11.0,7767829,Squatted ASCone,ASCone
523,10796,44.0,16157847,Squatted ASCone,ASCone
524,7049,2.0,39014,Squatted ASCone,ASCone
525,13237,1.0,98691,Squatted ASCone,ASCone
526,53087,302.0,5623,Not Squatted ASCone,ASCone
527,13030,710.0,92219,Not Squatted ASCone,ASCone
528,1820,67.0,20950,Not Squatted ASCone,ASCone
529,1764,276.0,32664,Not Squatted ASCone,ASCone
530,52468,73.0,308378,Squatted ASCone,ASCone
531,17676,18.0,6930065,Squatted ASCone,ASCone
532,7303,20.0,683358,Squatted ASCone,ASCone
533,22927,13.0,287832,Squatted ASCone,ASCone
534,34984,82.0,2352224,Squatted ASCone,ASCone
535,52965,1.0,12542,Squatted ASCone,ASCone
536,9050,18189.0,534835,Not Squatted ASCone,ASCone
537,12714,1583.0,111446,Not Squatted ASCone,ASCone
538,33491,74.0,222424,Not Squatted ASCone,ASCone
539,30844,19.0,173285,Squatted ASCone,ASCone
540,28283,1.0,19943,Squatted ASCone,ASCone
541,12874,15.0,3948393,Squatted ASCone,ASCone
542,852,6.0,10989322,Squatted ASCone,ASCone
543,9808,542.0,893004,Squatted ASCone,ASCone
544,9583,12.0,257455,Squatted ASCone,ASCone
545,4761,46.0,246756,Squatted ASCone,ASCone
546,1257,4.0,3209552,Squatted ASCone,ASCone
547,3215,46.0,9767432,Squatted ASCone,ASCone
548,4837,12539.0,4148572,Squatted ASCone,ASCone
549,32098,2.0,1087671,Squatted ASCone,ASCone
550,12552,2.0,793202,Squatted ASCone,ASCone
551,11404,5.0,1744917,Squatted ASCone,ASCone
552,4788,35.0,5462194,Squatted ASCone,ASCone
553,29119,3.0,77274,Squatted ASCone,ASCone
554,29226,103.0,60051,Not Squatted ASCone,ASCone
555,9009,21.0,163247,Squatted ASCone,ASCone
556,2764,1610.0,867629,Not Squatted ASCone,ASCone
557,702,5.0,1761028,Squatted ASCone,ASCone
558,25933,701.0,44259,Not Squatted ASCone,ASCone
559,8641,60.0,27328,Not Squatted ASCone,ASCone
560,29838,1.0,60080,Squatted ASCone,ASCone
561,3269,15.0,4216101,Squatted ASCone,ASCone
562,8881,5.0,2654641,Squatted ASCone,ASCone
563,28146,2.0,29304,Squatted ASCone,ASCone
564,50673,1780.0,62160,Not Squatted ASCone,ASCone
565,31027,1.0,680319,Squatted ASCone,ASCone
566,8455,23.0,12785,Not Squatted ASCone,ASCone
567,33651,1.0,74418,Squatted ASCone,ASCone
568,2856,34.0,19689954,Squatted ASCone,ASCone
569,6730,6249.0,860681,Not Squatted ASCone,ASCone
570,5650,63.0,9591977,Squatted ASCone,ASCone
571,29314,2.0,316280,Squatted ASCone,ASCone
572,12479,2.0,2270596,Squatted ASCone,ASCone
573,7015,34.0,86967,Not Squatted ASCone,ASCone
574,7552,48.0,686568,Squatted ASCone,ASCone
575,12578,2.0,388900,Squatted ASCone,ASCone
576,12883,11.0,6286,Not Squatted ASCone,ASCone
577,8717,1.0,131734,Squatted ASCone,ASCone
578,28186,2.0,35548,Squatted ASCone,ASCone
579,12430,18.0,1956188,Squatted ASCone,ASCone
580,13649,2.0,1346422,Squatted ASCone,ASCone
581,15830,2.0,649209,Squatted ASCone,ASCone
582,9299,115.0,3559008,Squatted ASCone,ASCone
583,52361,7.0,31272,Squatted ASCone,ASCone
584,18101,6.0,36860,Squatted ASCone,ASCone
585,28260,1.0,7846,Squatted ASCone,ASCone
586,5603,1.0,402329,Squatted ASCone,ASCone
587,812,1071.0,15404231,Squatted ASCone,ASCone
588,45899,36.0,2137754,Squatted ASCone,ASCone
589,7385,1.0,692213,Squatted ASCone,ASCone
590,30781,80.0,71874,Not Squatted ASCone,ASCone
591,5606,144.0,71377,Not Squatted ASCone,ASCone
592,11427,37.0,15309090,Squatted ASCone,ASCone
593,31042,9045.0,373324,Not Squatted ASCone,ASCone
594,16397,279.0,234166,Not Squatted ASCone,ASCone
595,2854,82.0,46027,Not Squatted ASCone,ASCone
596,4648,12.0,423468,Squatted ASCone,ASCone
597,33597,34.0,23001,Not Squatted ASCone,ASCone
598,45430,3.0,110826,Squatted ASCone,ASCone
599,23005,132.0,466467,Not Squatted ASCone,ASCone
600,3741,9.0,1651863,Squatted ASCone,ASCone
601,3561,2.0,1275026,Squatted ASCone,ASCone
602,13536,217.0,201450,Not Squatted ASCone,ASCone
603,39386,8.0,87345,Not Squatted ASCone,ASCone
604,3462,30.0,4522465,Squatted ASCone,ASCone
605,29075,35.0,22758,Not Squatted ASCone,ASCone
606,17557,42.0,282179,Squatted ASCone,ASCone
607,28263,630.0,8437,Not Squatted ASCone,ASCone
608,5738,75.0,25063,Not Squatted ASCone,ASCone
609,2152,1.0,184147,Squatted ASCone,ASCone
610,33667,11.0,37031,Not Squatted ASCone,ASCone
611,1680,10.0,1984228,Squatted ASCone,ASCone
612,15290,1.0,339861,Squatted ASCone,ASCone
613,2381,217.0,221175,Not Squatted ASCone,ASCone
614,4713,46.0,10814328,Squatted ASCone,ASCone
615,13194,819.0,65515,Not Squatted ASCone,ASCone
616,15694,98.0,105777,Not Squatted ASCone,ASCone
617,3758,13.0,2072295,Squatted ASCone,ASCone
618,8551,11.0,1903660,Squatted ASCone,ASCone
619,8400,5.0,411224,Squatted ASCone,ASCone
620,18403,13.0,1079275,Squatted ASCone,ASCone
621,12695,117.0,9055,Not Squatted ASCone,ASCone
622,6079,13.0,3088568,Squatted ASCone,ASCone
623,12357,9999.0,139975,Not Squatted ASCone,ASCone
624,33132,1.0,890476,Squatted ASCone,ASCone
625,55685,8.0,26657,Squatted ASCone,ASCone
626,3292,2.0,4564199,Squatted ASCone,ASCone
627,5483,3.0,953029,Squatted ASCone,ASCone
628,38193,1.0,68241,Squatted ASCone,ASCone
629,33657,64.0,18826,Not Squatted ASCone,ASCone
630,35598,127.0,14568,Not Squatted ASCone,ASCone
631,15924,2.0,366146,Squatted ASCone,ASCone
632,3352,31.0,8049760,Squatted ASCone,ASCone
633,4800,11.0,122412,Squatted ASCone,ASCone
634,4775,19.0,701464,Squatted ASCone,ASCone
635,13335,1.0,15046,Squatted ASCone,ASCone
636,16019,412.0,167268,Not Squatted ASCone,ASCone
637,8866,4708.0,558142,Not Squatted ASCone,ASCone
638,55002,16.0,29888,Not Squatted ASCone,ASCone
639,52551,30.0,33942,Not Squatted ASCone,ASCone
640,16637,5.0,546164,Squatted ASCone,ASCone
641,22381,382.0,28338,Not Squatted ASCone,ASCone
642,26592,2.0,70968,Squatted ASCone,ASCone
643,39737,268.0,22357,Not Squatted ASCone,ASCone
644,21949,3.0,324407,Squatted ASCone,ASCone
645,55836,7900.0,6102651,Squatted ASCone,ASCone
646,34224,61.0,22029,Not Squatted ASCone,ASCone
647,8953,3417.0,265390,Not Squatted ASCone,ASCone
648,2686,7.0,923048,Squatted ASCone,ASCone
649,3209,22.0,6195111,Squatted ASCone,ASCone
650,2119,12.0,9825357,Squatted ASCone,ASCone
651,8452,66.0,1074354,Squatted ASCone,ASCone
652,37282,5.0,216358,Squatted ASCone,ASCone
653,3301,6.0,5465194,Squatted ASCone,ASCone
654,28716,8.0,50515,Squatted ASCone,ASCone
655,5391,1.0,398603,Squatted ASCone,ASCone
656,42337,1.0,33006,Squatted ASCone,ASCone
657,19037,1.0,104976,Squatted ASCone,ASCone
658,33659,16.0,14242,Not Squatted ASCone,ASCone
659,45629,36.0,986120,Squatted ASCone,ASCone
660,11664,5.0,252385,Squatted ASCone,ASCone
661,50629,225.0,75995,Not Squatted ASCone,ASCone
662,20001,42.0,15529647,Squatted ASCone,ASCone
663,5713,6.0,569370,Squatted ASCone,ASCone
664,11014,3.0,115018,Squatted ASCone,ASCone
665,11432,716.0,41306,Not Squatted ASCone,ASCone
666,5578,1.0,265254,Squatted ASCone,ASCone
667,60068,4.0,100000,Squatted ASCone,ASCone
668,7016,25.0,11485,Not Squatted ASCone,ASCone
669,13789,1.0,12708,Squatted ASCone,ASCone
670,29208,1.0,236276,Squatted ASCone,ASCone
671,5089,17.0,10368540,Squatted ASCone,ASCone
672,9790,32.0,550528,Squatted ASCone,ASCone
673,9269,9.0,987494,Squatted ASCone,ASCone
674,62,134.0,1062703,Not Squatted ASCone,ASCone
675,8595,110.0,25828,Not Squatted ASCone,ASCone
676,15557,10.0,3338138,Squatted ASCone,ASCone
677,49063,1.0,46155,Squatted ASCone,ASCone
678,7004,254.0,184440,Not Squatted ASCone,ASCone
679,31261,85.0,73108,Not Squatted ASCone,ASCone
680,199599,8.0,15754,Not Squatted ASCone,ASCone
681,26554,3.0,835391,Squatted ASCone,ASCone
682,41798,87.0,46032,Not Squatted ASCone,ASCone
683,57866,26.0,10440,Not Squatted ASCone,ASCone
684,50606,34.0,29682,Not Squatted ASCone,ASCone
685,10103,13.0,654554,Squatted ASCone,ASCone
686,14868,6.0,236959,Squatted ASCone,ASCone
687,262503,210.0,5426,Not Squatted ASCone,ASCone
688,58511,5.0,17409,Squatted ASCone,ASCone
689,40676,3.0,5882,Squatted ASCone,ASCone
690,53237,321.0,41153,Not Squatted ASCone,ASCone
691,2519,7.0,924846,Squatted ASCone,ASCone
692,7470,7.0,568842,Squatted ASCone,ASCone
693,11172,8.0,2494472,Squatted ASCone,ASCone
694,7575,3.0,605799,Squatted ASCone,ASCone
695,9116,6.0,1312468,Squatted ASCone,ASCone
696,9930,11.0,1699461,Squatted ASCone,ASCone
697,9381,11.0,1463260,Squatted ASCone,ASCone
698,29396,1.0,80827,Squatted ASCone,ASCone
699,12400,3.0,654865,Squatted ASCone,ASCone
700,33668,17.0,52549,Not Squatted ASCone,ASCone
701,4847,134.0,2104396,Squatted ASCone,ASCone
702,21574,1.0,28617,Squatted ASCone,ASCone
703,31242,224.0,108707,Not Squatted ASCone,ASCone
704,25159,327.0,143906,Not Squatted ASCone,ASCone
705,15164,182.0,399052,Not Squatted ASCone,ASCone
706,5518,84.0,21919,Not Squatted ASCone,ASCone
707,2116,2393.0,2252943,Not Squatted ASCone,ASCone
708,22652,5.0,1090357,Squatted ASCone,ASCone
709,36236,1.0,18726,Squatted ASCone,ASCone
710,6849,1461.0,73004,Not Squatted ASCone,ASCone
711,18747,10.0,224730,Squatted ASCone,ASCone
712,12083,12.0,3728476,Squatted ASCone,ASCone
713,15576,166.0,32672,Not Squatted ASCone,ASCone
714,11426,515.0,10746902,Squatted ASCone,ASCone
715,34779,9490.0,203896,Not Squatted ASCone,ASCone
716,9198,2.0,431991,Squatted ASCone,ASCone
717,703,7.0,419026,Squatted ASCone,ASCone
718,52925,1.0,138087,Squatted ASCone,ASCone
719,28343,5177.0,99954,Not Squatted ASCone,ASCone
720,12129,304.0,219953,Not Squatted ASCone,ASCone
721,45117,66.0,50166,Squatted ASCone,ASCone
722,132215,12.0,11727,Squatted ASCone,ASCone
723,13760,506.0,374723,Not Squatted ASCone,ASCone
724,1853,2.0,46184,Squatted ASCone,ASCone
725,27064,4.0,142944,Squatted ASCone,ASCone
726,23352,36.0,150410,Not Squatted ASCone,ASCone
727,33363,106.0,10783905,Squatted ASCone,ASCone
728,6855,3243.0,575345,Not Squatted ASCone,ASCone
729,8764,7.0,856858,Squatted ASCone,ASCone
730,14259,23.0,431661,Squatted ASCone,ASCone
731,43754,1.0,14091,Squatted ASCone,ASCone
732,4808,344.0,2999050,Squatted ASCone,ASCone
733,12302,1959.0,383474,Not Squatted ASCone,ASCone
734,2907,1.0,190414,Squatted ASCone,ASCone
735,1267,8.0,1558731,Squatted ASCone,ASCone
736,8926,2132.0,25025,Not Squatted ASCone,ASCone
737,1916,989.0,30916,Not Squatted ASCone,ASCone
738,20632,139.0,38695,Not Squatted ASCone,ASCone
739,12735,83.0,331219,Squatted ASCone,ASCone
740,11351,13.0,6980870,Squatted ASCone,ASCone
741,3212,17764.0,210791,Not Squatted ASCone,ASCone
742,25227,86.0,41722,Not Squatted ASCone,ASCone
743,2687,15.0,704844,Squatted ASCone,ASCone
744,24961,245.0,9668,Not Squatted ASCone,ASCone
745,13768,1.0,77416,Squatted ASCone,ASCone
746,262761,143.0,5315,Not Squatted ASCone,ASCone
747,42708,241.0,13763,Not Squatted ASCone,ASCone
748,12989,346.0,13593,Not Squatted ASCone,ASCone
749,2711,2.0,480438,Squatted ASCone,ASCone
750,135069,52.0,196216,Squatted ASCone,ASCone
751,12310,1.0,19253,Squatted ASCone,ASCone
752,33660,9.0,35041,Not Squatted ASCone,ASCone
753,58689,21.0,9207,Squatted ASCone,ASCone
754,21497,489.0,15861,Not Squatted ASCone,ASCone
755,25091,11.0,8294,Not Squatted ASCone,ASCone
756,18734,4.0,349650,Squatted ASCone,ASCone
757,12963,55.0,25587,Not Squatted ASCone,ASCone
758,45177,99.0,168456,Squatted ASCone,ASCone
759,11796,1206.0,334324,Not Squatted ASCone,ASCone
760,25899,2.0,156914,Squatted ASCone,ASCone
761,21127,1.0,40537,Squatted ASCone,ASCone
762,56534,71.0,12178,Not Squatted ASCone,ASCone
763,4750,8.0,445400,Squatted ASCone,ASCone
764,33652,19.0,24442,Not Squatted ASCone,ASCone
765,4515,30.0,1464443,Squatted ASCone,ASCone
766,13367,7.0,13401,Not Squatted ASCone,ASCone
767,16814,2.0,175556,Squatted ASCone,ASCone
768,8151,205.0,13798390,Squatted ASCone,ASCone
769,19151,1.0,6738,Squatted ASCone,ASCone
770,13876,71.0,125435,Not Squatted ASCone,ASCone
771,4787,11.0,84592,Squatted ASCone,ASCone
772,3246,1.0,610739,Squatted ASCone,ASCone
773,28126,1.0,42370,Squatted ASCone,ASCone
774,25255,7216.0,317193,Not Squatted ASCone,ASCone
775,7795,570.0,393246,Not Squatted ASCone,ASCone
776,15305,1.0,105352,Squatted ASCone,ASCone
777,25291,37.0,9205,Not Squatted ASCone,ASCone
778,48166,1.0,19087,Squatted ASCone,ASCone
779,41313,44.0,37306,Not Squatted ASCone,ASCone
780,55836,7900.0,6102651,Squatted Eyeballs,Eyeballs
781,4134,1337.0,8389004,Squatted Eyeballs,Eyeballs
782,4837,12539.0,4148572,Squatted Eyeballs,Eyeballs
783,45609,203.0,2704272,Squatted Eyeballs,Eyeballs
784,197207,2.0,16004,Squatted Eyeballs,Eyeballs
785,4812,346.0,7291856,Squatted Eyeballs,Eyeballs
786,7922,583.0,169673248,Squatted Eyeballs,Eyeballs
787,4808,344.0,2999050,Squatted Eyeballs,Eyeballs
788,38266,50.0,551473,Squatted Eyeballs,Eyeballs
789,7713,816.0,4024846,Squatted Eyeballs,Eyeballs
790,8151,205.0,13798390,Squatted Eyeballs,Eyeballs
791,29465,4.0,255970,Squatted Eyeballs,Eyeballs
792,45271,23.0,161016,Squatted Eyeballs,Eyeballs
793,56040,122.0,1030865,Squatted Eyeballs,Eyeballs
794,9299,115.0,3559008,Squatted Eyeballs,Eyeballs
795,23693,100.0,590384,Squatted Eyeballs,Eyeballs
796,2516,29.0,7275693,Squatted Eyeballs,Eyeballs
797,3320,40.0,15354479,Squatted Eyeballs,Eyeballs
798,56046,7.0,56985,Squatted Eyeballs,Eyeballs
799,7018,461.0,82489488,Squatted Eyeballs,Eyeballs
800,28573,13.0,7356609,Squatted Eyeballs,Eyeballs
801,17676,18.0,6930065,Squatted Eyeballs,Eyeballs
802,7552,48.0,686568,Squatted Eyeballs,Eyeballs
803,4766,12.0,3171940,Squatted Eyeballs,Eyeballs
804,12389,1.0,1071443,Squatted Eyeballs,Eyeballs
805,45899,36.0,2137754,Squatted Eyeballs,Eyeballs
806,50710,36.0,67817,Squatted Eyeballs,Eyeballs
807,36903,20334.0,375019,Not Squatted Eyeballs,Eyeballs
808,4713,46.0,10814328,Squatted Eyeballs,Eyeballs
809,134773,116.0,1002396,Squatted Eyeballs,Eyeballs
810,4761,46.0,246756,Squatted Eyeballs,Eyeballs
811,132199,26.0,1359331,Squatted Eyeballs,Eyeballs
812,5607,12.0,8520978,Squatted Eyeballs,Eyeballs
813,3209,22.0,6195111,Squatted Eyeballs,Eyeballs
814,5089,17.0,10368540,Squatted Eyeballs,Eyeballs
815,3352,31.0,8049760,Squatted Eyeballs,Eyeballs
816,701,207.0,38894658,Squatted Eyeballs,Eyeballs
817,9829,76.0,1335534,Squatted Eyeballs,Eyeballs
818,2856,34.0,19689954,Squatted Eyeballs,Eyeballs
819,24400,36.0,675328,Squatted Eyeballs,Eyeballs
820,8359,1067.0,269920,Not Squatted Eyeballs,Eyeballs
821,39891,2.0,311604,Squatted Eyeballs,Eyeballs
822,17639,15.0,1743470,Squatted Eyeballs,Eyeballs
823,16135,1.0,362829,Squatted Eyeballs,Eyeballs
824,17816,398.0,285822,Squatted Eyeballs,Eyeballs
825,22394,70.0,3156906,Squatted Eyeballs,Eyeballs
826,24203,20.0,131038,Squatted Eyeballs,Eyeballs
827,20115,1776.0,25707242,Squatted Eyeballs,Eyeballs
828,9318,14.0,2381741,Squatted Eyeballs,Eyeballs
829,13999,13.0,1791629,Squatted Eyeballs,Eyeballs
830,47331,15.0,2889205,Squatted Eyeballs,Eyeballs
831,16345,201.0,55269,Not Squatted Eyeballs,Eyeballs
832,24444,42.0,153183,Squatted Eyeballs,Eyeballs
833,8048,9.0,179824,Squatted Eyeballs,Eyeballs
834,15897,1.0,97045,Squatted Eyeballs,Eyeballs
835,4788,35.0,5462194,Squatted Eyeballs,Eyeballs
836,9605,5863.0,898053,Not Squatted Eyeballs,Eyeballs
837,1221,156.0,15304744,Squatted Eyeballs,Eyeballs
838,6147,206.0,2858738,Squatted Eyeballs,Eyeballs
839,56048,75.0,630836,Squatted Eyeballs,Eyeballs
840,17072,17.0,4259312,Squatted Eyeballs,Eyeballs
841,15557,10.0,3338138,Squatted Eyeballs,Eyeballs
842,7738,13.0,951718,Squatted Eyeballs,Eyeballs
843,10620,7.0,3049582,Squatted Eyeballs,Eyeballs
844,22773,101.0,29812846,Squatted Eyeballs,Eyeballs
845,131445,1.0,246141,Squatted Eyeballs,Eyeballs
846,12322,2.0,5532439,Squatted Eyeballs,Eyeballs
847,56047,17.0,49439,Squatted Eyeballs,Eyeballs
848,3269,15.0,4216101,Squatted Eyeballs,Eyeballs
849,18403,13.0,1079275,Squatted Eyeballs,Eyeballs
850,34984,82.0,2352224,Squatted Eyeballs,Eyeballs
851,17621,1101.0,2172657,Squatted Eyeballs,Eyeballs
852,30986,1.0,132746,Squatted Eyeballs,Eyeballs
853,24560,45.0,5994599,Squatted Eyeballs,Eyeballs
854,17557,42.0,282179,Squatted Eyeballs,Eyeballs
855,45727,16.0,92829,Squatted Eyeballs,Eyeballs
856,24389,15.0,87048,Squatted Eyeballs,Eyeballs
857,24445,28.0,87058,Squatted Eyeballs,Eyeballs
858,26599,17870.0,533186,Not Squatted Eyeballs,Eyeballs
859,1267,8.0,1558731,Squatted Eyeballs,Eyeballs
860,25019,26.0,1634826,Squatted Eyeballs,Eyeballs
861,5384,30.0,5257262,Squatted Eyeballs,Eyeballs
862,30722,6.0,2388705,Squatted Eyeballs,Eyeballs
863,4775,19.0,701464,Squatted Eyeballs,Eyeballs
864,17552,38.0,1918244,Squatted Eyeballs,Eyeballs
865,10139,9.0,529423,Squatted Eyeballs,Eyeballs
866,24547,8.0,98145,Squatted Eyeballs,Eyeballs
867,7303,20.0,683358,Squatted Eyeballs,Eyeballs
868,5617,11.0,1369209,Squatted Eyeballs,Eyeballs
869,5410,4.0,3001234,Squatted Eyeballs,Eyeballs
870,3462,30.0,4522465,Squatted Eyeballs,Eyeballs
871,8193,630.0,27853,Not Squatted Eyeballs,Eyeballs
872,24432,33.0,14781,Squatted Eyeballs,Eyeballs
873,136255,5.0,68395,Squatted Eyeballs,Eyeballs
874,17858,1.0,615569,Squatted Eyeballs,Eyeballs
875,59257,18.0,73492,Squatted Eyeballs,Eyeballs
876,6805,5.0,1537290,Squatted Eyeballs,Eyeballs
877,4847,134.0,2104396,Squatted Eyeballs,Eyeballs
878,26615,1.0,541636,Squatted Eyeballs,Eyeballs
879,28548,8.0,2602506,Squatted Eyeballs,Eyeballs
880,17622,310.0,283501,Squatted Eyeballs,Eyeballs
881,36998,853.0,9135,Not Squatted Eyeballs,Eyeballs
882,27725,2.0,8472,Squatted Eyeballs,Eyeballs
883,577,32.0,13628537,Squatted Eyeballs,Eyeballs
884,10796,44.0,16157847,Squatted Eyeballs,Eyeballs
885,18004,27.0,58833,Squatted Eyeballs,Eyeballs
886,22085,3529.0,81258,Not Squatted Eyeballs,Eyeballs
887,45629,36.0,986120,Squatted Eyeballs,Eyeballs
888,28403,2033.0,243121,Not Squatted Eyeballs,Eyeballs
889,8708,19.0,2745533,Squatted Eyeballs,Eyeballs
890,6167,30.0,1615773,Squatted Eyeballs,Eyeballs
891,27699,25.0,2552072,Squatted Eyeballs,Eyeballs
892,20001,42.0,15529647,Squatted Eyeballs,Eyeballs
893,18881,21.0,1141489,Squatted Eyeballs,Eyeballs
894,5713,6.0,569370,Squatted Eyeballs,Eyeballs
895,29571,1.0,133419,Squatted Eyeballs,Eyeballs
896,15895,1637.0,112560,Not Squatted Eyeballs,Eyeballs
897,37075,1.0,15230,Squatted Eyeballs,Eyeballs
898,33771,19.0,305458,Squatted Eyeballs,Eyeballs
899,24378,4022.0,93980,Not Squatted Eyeballs,Eyeballs
900,132061,4418.0,129666,Not Squatted Eyeballs,Eyeballs
901,12430,18.0,1956188,Squatted Eyeballs,Eyeballs
902,9198,2.0,431991,Squatted Eyeballs,Eyeballs
903,9534,18.0,1661155,Squatted Eyeballs,Eyeballs
904,17421,4.0,173082,Squatted Eyeballs,Eyeballs
905,812,1071.0,15404231,Squatted Eyeballs,Eyeballs
906,9988,18.0,88545,Squatted Eyeballs,Eyeballs
907,9121,38.0,2286479,Squatted Eyeballs,Eyeballs
908,20294,1.0,22152,Squatted Eyeballs,Eyeballs
909,3816,7.0,1092085,Squatted Eyeballs,Eyeballs
910,6400,55.0,641219,Squatted Eyeballs,Eyeballs
911,1136,5.0,6286807,Squatted Eyeballs,Eyeballs
912,29975,4670.0,544209,Not Squatted Eyeballs,Eyeballs
913,8167,6.0,473786,Squatted Eyeballs,Eyeballs
914,15704,2.0,1124469,Squatted Eyeballs,Eyeballs
915,8346,8.0,110513,Squatted Eyeballs,Eyeballs
916,37457,8.0,1062399,Squatted Eyeballs,Eyeballs
917,36925,5070.0,192570,Not Squatted Eyeballs,Eyeballs
918,9644,1947.0,93537,Not Squatted Eyeballs,Eyeballs
919,6128,156.0,10932080,Squatted Eyeballs,Eyeballs
920,33363,106.0,10783905,Squatted Eyeballs,Eyeballs
921,33915,8.0,4753809,Squatted Eyeballs,Eyeballs
922,9824,5.0,1577026,Squatted Eyeballs,Eyeballs
923,12252,11.0,947078,Squatted Eyeballs,Eyeballs
924,5432,683.0,4327323,Squatted Eyeballs,Eyeballs
925,852,6.0,10989322,Squatted Eyeballs,Eyeballs
926,33779,233.0,13723,Not Squatted Eyeballs,Eyeballs
927,18001,9.0,621367,Squatted Eyeballs,Eyeballs
928,24835,14.0,208746,Squatted Eyeballs,Eyeballs
929,11427,37.0,15309090,Squatted Eyeballs,Eyeballs
930,15706,425.0,42084,Not Squatted Eyeballs,Eyeballs
931,37020,156.0,17995,Not Squatted Eyeballs,Eyeballs
932,27747,7.0,546509,Squatted Eyeballs,Eyeballs
933,17511,6.0,1054895,Squatted Eyeballs,Eyeballs
934,12576,4.0,1755087,Squatted Eyeballs,Eyeballs
935,136200,23.0,437490,Squatted Eyeballs,Eyeballs
936,36935,2380.0,61624,Not Squatted Eyeballs,Eyeballs
937,8374,3.0,302235,Squatted Eyeballs,Eyeballs
938,13489,15.0,1525180,Squatted Eyeballs,Eyeballs
939,23969,18.0,557106,Squatted Eyeballs,Eyeballs
940,12958,56.0,16547,Not Squatted Eyeballs,Eyeballs
941,20978,2.0,37005,Squatted Eyeballs,Eyeballs
942,43766,7.0,273659,Squatted Eyeballs,Eyeballs
943,4804,16.0,4291783,Squatted Eyeballs,Eyeballs
944,12874,15.0,3948393,Squatted Eyeballs,Eyeballs
945,11426,515.0,10746902,Squatted Eyeballs,Eyeballs
946,4818,1.0,270052,Squatted Eyeballs,Eyeballs
947,24158,1741.0,63531,Not Squatted Eyeballs,Eyeballs
948,7418,4.0,946254,Squatted Eyeballs,Eyeballs
949,8386,1.0,368153,Squatted Eyeballs,Eyeballs
950,6327,11.0,7767829,Squatted Eyeballs,Eyeballs
951,2527,31.0,2707161,Squatted Eyeballs,Eyeballs
952,13285,2.0,1581426,Squatted Eyeballs,Eyeballs
953,3303,3.0,3815103,Squatted Eyeballs,Eyeballs
